title,release_date,artists,album,popularity,genres,duration,explicit,track_id,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,lyrics
You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening),2017-05-22,$uicideboy$,KILL YOURSELF Part XI: The Kingdom Come Saga,0,"dark trap, new orleans rap, underground hip hop",133903,True,3cQPyVlnrmmWU5fQJxl0q9,['1VPmR4DJC1PlOtd0IADAO0'],0.77,0.184,75.009,0.145,0.125,0.0,4,0.678,6,-3.206,0.284,0,"[Intro: SHAWTY BURN-A-CHURCH & NORTHSIDE SHAWTY] Sink back in that fucking spine, second-guessing crime 7th Ward where I snort a slug and cross the fucking line West Bank/Northside 'till the coffin ride Who am I? I am God; I am Basquiat  [Break] Trap-a-holics mixtapes Man, drop this shit for these fuck niggas  [Verse 1: SHAWTY BURN-A-CHURCH] Grey*59 signed Rough diamonds, tryna shine Christ and I, $ui-$uicide You know, you know, you know I'm Diving head first when crucified Lucifer cried when I told him I'm choosing to die Noose and a knife, but I ain't use the knife To loosen the noose, keep it tight Abusing the truth, that's a lie Fuckboy with a ski mask think he gon' rob me blind? Fuckboy better think fast when he cock the nine Fuckboy better— Fuckboy better, sink back in that fucking spine, second-guessin' crime 7th Ward where I snort a slug and cross the fucking line Yet another line inside the cup, another line you should look up Another line that shook you up, I signed the line for Lucifer  [Break] Damn son, where'd you find this? Real trap shit!  [Verse 2: NORTHSIDE SHAWTY] *59 'till I'm dead, ayy, yuh Bitch, I'm grey 'till the death, yeah, uh Never gave a fuck 'bout dyin', no, uh Even when I was a jit, woe Pop a jig, load the rig with that motherfucking China white Fuck it if I die tonight, I'm gamblin' with my fucking life West Bank/Northside 'till the coffin ride Who am I? I am God; I am Basquiat Yung Kurt Cobain with the scarred veins Mentally deranged, hear the crows say my name (""$carecrow!"") I'm just wastin' my time, I'm just wastin' my breath Why can't I just die? Why can't I go next? Why we get no respect? Why I love holding TEC's? Xanax bar on my neck, I pop 'em, pop 'em 'till death This ain't no motherfuckin' trend, every day feel like the end Feed me, feed me medicine, so I can't feel my sins"
20th CENTURION,2017-02-21,"$uicideboy$, Germ",DIRTIERNASTIER$UICIDE,0,"dark trap, new orleans rap, underground hip hop, dark trap, underground hip hop, vapor trap",123350,True,4AB1JH7ixQxX2Lcm4DeQcd,"['1VPmR4DJC1PlOtd0IADAO0', '4OYIkXBBN6ET96coWyWAXh']",0.75,0.135,146.018,0.0848,0.128,0.0,4,0.834,9,-4.93,0.956,1,"20th Centurion Lyrics[Chorus: Buckshot]
Homicide, suicide, genocide, drive-bys
Whatever you wanna call it, all you bitches gonna die
Homicide, suicide, genocide, drive-bys
Whatever you wanna call it, all you bitches gonna die

[Verse 1: BIG GRIEVE]
Make a punk bitch bite the curb, American History X
Burning churches 'til they dirt, walk off then throw up the set
Just another Sunday purge, I'm ISIS with blades and a neck
Throw his body to the herd, this what happens when you flex
Fuckboy, I laced your mama drink with LSD
Gave your sister mescaline then chased her up and down the street
Never sleep, stay on the creep to kill you sheep
Mark of the beast, walking disease, Hell is my theme
[Chorus: Buckshot & LIL OOZING]
Homicide, suicide, genocide, drive-bys
Whatever you wanna call it, all you bitches gonna die
Homicide, suicide, genocide, drive-bys
Whatever you wanna call it, all you bitches gonna die

[Verse 2: LIL OOZING]
Get me a cigarette, my nerves is bad
What the fuck your name is, boy? I never heard of that
Germ is back in the N.O., we made a murder pack
She let out a nervous laugh
Swimmin' in the deep like, ""Where the surface at?""
Make the sign of the cross, and then I'm skrtin' in the church's ash
Let my soul escape, I'm switchin' bodies like a hermit crab
Home is where the dirt is at
Let me circle back to the days when I said, ""Fuck the world""
It's still me versus that
Ruby stuntin' like a circus act

[Chorus: Buckshot]
Homicide, suicide, genocide, drive-bys
Whatever you wanna call it, all you bitches gonna die

[Verse 3: GERM]
Who that there with all that flair?
Stare into my eyes, I dare ya
Ride with the carbon pistons in the hood, Ben Wallace with me
Just might shoot you down, don't make no sound
Big gun sounds get to rushing, bitch, it's nothing
DIRTYNASTY$UICIDE, it's you or I, it's do or die
Bitch, it's me
I got hunnids, and I heard yo' tank on E
Boot me down, I stomp you out
Big body bitch, hold on my heat
Clap 'em with the ratty just for acting all types of cheesy
Better believe me, ho, give me the cheese and dope
You might also like[Chorus: Buckshot]
Homicide, suicide, genocide, drive-bys
Whatever you wanna call it, all you bitches gonna die
Homicide, suicide, genocide, drive-bys
Whatever you wanna call it, all you bitches gonna die16Embed"
whatever it takes,2018-08-04,"convolk, halberd, guardin, Jakkyboí, 9tails",whatever it takes,0,"dark trap, emo rap, melodic rap, sad lo-fi, sad rap, lo-fi beats, lo-fi rap, emo rap, sad lo-fi, sad rap, emo rap, emo rap",217181,True,5FkOlv0W1nBqs3mgbksZa4,"['3ddT1Q3KQAm1G7UcIfz5KJ', '7ow7nXWCZuMoU09aRki7GB', '6zqcGQ6MH6yetBUoquMnL7', '4zxMVHfIt3uZ5e5PTgl0ax', '597FEAQwddF3kZJ3u9gKFC']",0.545,0.122,108.014,0.0321,0.403,0.0,4,0.712,11,-6.804,0.349,1,"TranslationsDeutsch​whatever it takes Lyrics[Intro: convolk]
I don't really know you like that
Hit me up, hit you right back
Benz coupe with the roof off, white-black
I don't really know you like that (​jakkyboí)
Even when I roll through like that
Hi-hit me up, hit you right back
Benz coupe with the roof off, white-black, yah, yah-yah

[Chorus: convolk]
Every move that I make
Every promise I break, I'll be there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you
Livin' like this a mistake
Feelings that I cannot shake, I'm still there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you
[Verse 1: guardin]
Goin' through partially faded
Gettin' no sleep and I'm jaded
Two in the mornin', it's rainin' and pourin'
I'm really just hopin' I make it
Sippin' on Jack and a Coke now
Back at my house all alone now
Get in the bag and I'm packin' a gram in the bowl
And it's hittin' my soul well
I write tracks about you and all your acts
Like that time you broke my heart
I fell apart and that's just facts
Like I really care 'bout that
I'm happy with where I'm at
Airplane mode is on my phone and I just kick it with my cat, ayy

[Chorus: convolk]
Every move that I make
Every promise I break, I'll be there for you
I'll do whatever it takes
I'll do whatever it takes to be there for you
Livin' like this a mistake
Feelings that I cannot shake, I'm still there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you
Every move that I make
Every promise I break, I'll be there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you
Livin' like this a mistake
Feelings that I cannot shake, I'm still there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you
You might also like[Verse 2: 9TAILS]
I don't even know this slut (Don't)
Keep buzzin' up my phone (Bih)
Like I'm gonna walk out of the sheets now
Just to meet you in my night clothes (Night clothes)
Schedules feelin' like a different time zone (Yeah)
I'm sleep now (Yeah), you club mode (Yeah)
You good mood (Yeah), you nice mood (No)
Gucci G-G on the iPhone (Gucci)
I could fall again and get stuck with you for a night again
I miss you on my skin (Yeah), come make me feel right again (Right again)
It's like ten p.m. my shadow bust it all again
No issue, baby, let me in (Ayy, ayy), baby, let me in
Ayy, for the fifth time, bet it won't last (Last)
I don't wanna move too fast (Too, too)
Shit'll make me land back in the past
Man, I've seen this happen all year, no cap (No cap)
No capital letters when you type out the track
Seen her cave in, give in to the facts (Broke heart, facts)
I hear her bangin' from the back
Man, I'm crossed up, tough luck, vision black, yeah (Ah, fuck)

[Chorus: convolk]
Every move that I make
Every promise I break, I'll be there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you
Livin' like this a mistake
Feelings that I cannot shake, I'm still there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you
Every move that I make
Every promise I break, I'll be there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you
Livin' like this a mistake
Feelings that I cannot shake, I'm still there for you
I'll do whatever it takes
I'll do whatever it takes, to be there for you32Embed"
2 Cups,2019-03-06,Yung Lean,Total Eclipse,0,"psychedelic hip hop, underground hip hop",123583,False,0rOEc2K3qPmOtlh1DEJmux,['67lytN32YpUxiSeWlKfHJ3'],0.399,0.108,142.072,0.128,0.888,0.000301,4,0.766,6,-9.414,0.299,1,"2 Cups Lyrics[Intro]
Lean, Whitearmor
Lean, Lean
Two pills, two cups, two cups stuffed (Stuffed)
Two cups stuffed

[Verse 1]
She want me gone
Been here too long
Stacks up, gettin' high
'Bout to lose it, 'bout to lose it
[Chorus]
Two pills, two cups, two cups stuffed (Stuffed)
Rainbow, tangerine my blunt
Got my Margiela right, I don't pay none
I don't pay none, I feel like I'm the Pope

[Bridge]
You and me, not the same
These games you play
In my head all day
'Bout to lose it, 'bout to lose it, yeah
(Gone, gone on me
You gone, gone on me
You gone, gone on me
You gone)

[Chorus]
Two, two, two pills, two cups, two pills stuffed (Stuffed)
Two pills, two cups, two cups stuffed (Stuffed)
Rainbow, tangerine my blunt (Blunt)
Got my Margiela right, I don't pay none
I don't pay none, I feel like I'm the Pope

[Verse 2]
I don't pay none, I feel like I'm the Pope
Pop pills, running through the city in a scope
Scope and we blow and we smokin' on the dope
From the backstreets, yeah, you already know
I don't pay none, I feel like I'm the Pope
I don't pay none, I feel like I'm the Pope
I don't pay none, I feel like I'm the Pope
You might also like[Outro]
Pope, feel like I'm the Pope
Feel like I'm the Pope
Feel like I'm the Pope4Embed"
AWKWARD CAR DRIVE,2019-03-08,"Germ, $uicideboy$",GERM HAS A DEATHWISH,0,"dark trap, underground hip hop, vapor trap, dark trap, new orleans rap, underground hip hop",109879,True,1JJW0dKiXHMijMhcRvKOoa,"['4OYIkXBBN6ET96coWyWAXh', '1VPmR4DJC1PlOtd0IADAO0']",0.441,0.0865,82.957,0.616,0.0133,0.0,4,0.811,1,-9.589,0.13,1,"AWKWARD CAR DRIVE Lyrics[Intro: RUBY DA CHERRY]
G*59

[Verse 1: RUBY DA CHERRY]
Grey*59, dollar sign-uicideboy-dollar sign
Figured out a way to make these dollars mine
Picked up two from Dallas, one from Phoenix, two from the Bay
Got 'em signed, trip 'em out and get paid
If someone tryna to harm me, stick with the blade
Tired of pickin' bullets out my spine
Pull up, we shoot it, let it bang
Shoutout my motherfucking army
Shoutout my broken mental matching scars (Ayy)
Three sixes in my heart (Ayy)
Squeeze bliss out of my heart (Ayy)
Until I see these schemin' fuckboys thinkin' that they hard
No one talkin' 'bout Percocet?
But I'm still here on Percocet, y'all heard of us yet?
Them two white fucks from either side of the river
Y'all keep my name in your mouth when you think you're bein' different, uh
[Verse 2: $CRIM]
Thirteen hours 'till I land, need me more than half a xan
Grey Gorilla out the fucking coupe, finna pull up to the zoo
Who the fuck is you? Matter of fact, fuck you, homie
Tickety-tock, go to clock in, your time's up
Call it bad luck
Gotta have a few shared times if you share mine
Got my ass whooped, got my ass stomped
And back in those days, couldn't pay a fucking bill
Now I chill with Dana in the motherfucking hills
Every time I hit Cali, where the fucking dro?
Looks deceive you, homie, and I'm feelin' real low

[Verse 3: Germ]
Hold up bitch, hold up why you trippin', jit?
Hold on, I got bones to pick
This North Face hold the coldest shit, whoa
This that full-blown Chernobyl
In my lung when I blow
Broken hearts if we smoke yeah, wet, wet
Go 'head, do your dance when that TEC bless you, best bet
You ain't speaking on the demon, why he sleeping? Neck, neck
I be on the missions every weekend, holy shit
Slipped my mind, a bid for my children, fuckYou might also like14Embed"
The Night Survives Again,2019-03-07,"Boobie Lootaveli, Pouya",The Night Survives Again,41,"dark trap, underground hip hop, vapor trap, aesthetic rap, dark trap, emo rap, miami hip hop, underground hip hop",181850,False,6Z9o9QLG23Mupg1sUQvouu,"['6f4aJlAHj8LX3yAytAmWlu', '4nXOZlYoAD67hF9aUEncMY']",0.599,0.142,82.983,0.265,0.565,0.0103,4,0.675,10,-9.645,0.837,0,"The Night Survives Again Lyrics[Intro]
Longing for your touch
I don't wanna go without your love
Longing for your touch
I don't wanna go without your love
Longing for your touch
I don't wanna go without your love
Longing for your touch
I don't wanna go without your love

[Chorus: Boobie Lootaveli]
The lights, they shined away
But not nowhere as bright as you
The night survives again
But we get lost inside this room
You're right, I'm hot again
I feel the heat tear down this roof
The night survives again
But we get lost inside this room
[Verse: Pouya]
I've been ridin' on Daytons, all this bread that I'm makin'
Don't make me feel like I'm savin', babygirl, you not stayin'
What the fuck is you sayin'? You told me I was your savior
Savor your breath, I'm 'bout to take off, hope I never see you later
I be rollin' out, and I ain't fuckin' with nobody
Got a .44 sittin' by my waist
Keep a low profile, yeah, I rather be isolated
Tell them hoes right now to get the fuck out my face
I've been holdin' out, not even at my full potential
Heart is cold and I can't even feel my fuckin' face
I'm gettin' older now, I'm lookin' over my shoulders when I'm bendin' corners now
And I'm in a real bad mental state, yuh
Look at my face, I'm 'bout to kill somebody
Feel the weight of the world all over my body, yuh
Look at my face, I wanna kill somebody
And fuck the world, you can't get to my brain

[Chorus: Boobie Lootaveli]
The lights, they shined away
But not nowhere as bright as you
The night survives again
But we get lost inside this room
You're right, I'm hot again
I feel the heat tear down this roof
The night survives again
But we get lost inside this room
You might also like[Outro]
Longing for your touch
I don't wanna go without your love
Longing for your touch
I don't wanna go without your love
Longing for your touch
I don't wanna go without your love
Longing for your touch
I don't wanna go without your love5Embed"
Echoes in My Mind (feat. Wiccaphase),2014-09-12,"Spooky Black, Wiccaphase",Leaving,34,underground hip hop,224444,True,1KRu9rvn1NU4XCtUGyLGYm,"['62TFj06qes00QmQuKmK7c2', '1BAGBo5yBNnqr5kpwLQzjh']",0.466,0.408,95.961,0.0407,0.066,0.000826,4,0.564,1,-13.589,0.386,0,lyrics not found
Uzi Loogies,2016-04-06,"$uicideboy$, Germ",DIRTYNASTY$UICIDE,0,"dark trap, new orleans rap, underground hip hop, dark trap, underground hip hop, vapor trap",124499,True,7xTf1LSOyqIqLz6GCm9Rz0,"['1VPmR4DJC1PlOtd0IADAO0', '4OYIkXBBN6ET96coWyWAXh']",0.822,0.495,135.005,0.0726,0.00876,0.00064,4,0.819,0,-4.39,0.821,1,"Uzi Loogies Lyrics[Intro: Lil Ugly Mane]
I'ma let the Uzi sp—
I'ma, I'ma let the Uzi spit
Turn his face into gooey shit
I'ma, I'ma, I, I'ma let the Uzi sp—
I'ma-I'ma let the Uzi spit
Turn his face into gooey shit
I'ma, I'ma, I, I'ma let the Uzi sp—
I'ma, I'ma let the Uzi spit
Turn his face into gooey shit
I'ma, I'ma, I, I'ma let the Uzi sp—
I'ma-I'ma let the Uzi spit
Turn his face into-into shit
I'ma, I'ma—
[Verse 1: Germ]
Runnin' through bags full of choppers, totin' that drama
Hopin' these crumbs don't want problems 'cause I don't know where to solve 'em
I just might bag and rob 'em, flamin' revolver
Came with the flame, no game
He play, no way, I gets no pay
Fuck out my face, I needs the throne
I need the throat from your hoe, you know how it go
Step in the game, sippin' on pain
My mind is all gone
Not lookin' for ways to stop all the fame from tryna fuck my funds up
Run 'em up, and let the guns up
Hoe's face like a dump truck, but I still want my nuts touched
—Still no fucks, bitch, get bucked

[Bridge: Lil Ugly Mane]
I'ma, I'ma—

[Verse 2: RUBY DA CHERRY]
Uzi be that grey primate
Fucking with the Grey*59? I'mma skullfuck you
Like I'm banging yet another prime, mate
Bitches in love with the Plague (ayy)
Always wan' suck on my aye (K)
Bitches in love with the Plague (ayy), pussy gon' come my way
Ruby get a mill', pussy got a skill
Ruby gon' chill, pussy on my grill
Ruby scrape plates
Pussy gon' spill, but their heart gon' break
Rib-ripper got beaucoup chest pain
I'm a gorilla, 'rilla, fist full of banana clips, let the shit rain
Grey showers, I'ma bathe all day
Uzi Loogies cover Ruby, burn his body, spread the ashes in the lake
7th Ward Dragon rises from the ashes, breathin' flames
AKA Yung Plague
You might also like[Hook: Lil Ugly Mane & $CRIM]
I'ma let the Uzi sp—
I'ma, I'ma let the Uzi spit (Yeah, yeah)
Turn his face into gooey shit (Yeah)
I'ma, I'ma, I, I—

[Verse 3: $LICK $LOTH]
Uzi spit, thirty clip
Percocets, with the sticks, snort it just to feel the drip
Paint yo' ass like Trasherslip
Pistol grip, fall in line
Acid up and down my spine
Fuck a Snap and fuck a Vine, turn this bitch to Columbine
Red dot, red dot, ducking from twelve, I only do headshots
Straight drop, straight drop
Sippin' the mud, I only sip red drops
Still depressed and don't like the preps
Still hit the 'jects and get a pack of dope
FTP on my bullet vest
Still failed the test, but you see the glo'6Embed"
History,2018-07-20,"88rising, Rich Brian",Head In The Clouds,62,"asian american hip hop, pop, indonesian hip hop",207307,True,4TwVtW8hS5LyLoDtJGpUOg,"['1AhjOkOLkbHUfcHDSErXQs', '2IDLDx25HU1nQMKde4n61a']",0.589,0.0982,74.982,0.231,0.613,0.000257,4,0.554,3,-8.163,0.414,0,"History Lyrics[Chorus]
We got history (History)
Got me feelin' the nostalgia when you look at me (Look at me)
Thinking 'bout what could've happened or what could've been
Finally a face I know, ain't that a sight to see?
Take my time then take your clothes off
One more time, maybe
Actin' like you don't recall, it ain't impressin' me
Didn't come to see your friends, I know you came for me
Like your dress, but you fit better in my wrinkled tee
We moved on to newer things, but we got history
[Verse 1]
Put my feelin's all aside
Don't know how to make it right
Pictures poppin' on my mind
All these occasions, let's work it out with me
I don't think it hurts to give another try on it
Ain't nobody here know you like I do
Ask all your friends if they know 'bout your size of shoes
How you like to cry when you laugh, when you off the booze
I moved on but I still remember a thing or two
I know you said, ""Gimme a hug,"" and I said, ""Gimme a break""
I wasn't trying my best, all the mistakes that I made
I'm learnin' that it ain't the right move
Learned from my mistakes, ain't that what the adults do?

[Chorus]
We got history (History)
Got me feeling the nostalgia when you look at me (Look at me)
Thinking 'bout what could've happened or what could've been
Finally a face I know, ain't that a sight to see?
Take my time then take your clothes off
One more time, maybe
Actin' like you don't recall, it ain't impressin' me
Didn't come to see your friends, I know you came for me
Like your dress, but you fit better in my wrinkled tee
We moved on to newer things, but we got history
You might also like[Verse 2]
Ayy, ayy, yuh
Bet you got nobody 'round to make yo' day better
Sun brighter, don't got too much time, so girl, let's fuck now
And talk later, put your pride aside and let me in
You know I got better since
You so good at self control, but maybe now it's time for change
I've been alone for so long, got the one
Didn't realize good ones exist in the world 'til I lost one
Eye for an eye makes the whole world go blind
Things I would give to feel your lips for the last time
Go and hang with your friends, I'll put this bullshit to end
I rained on your parade and I just wish you the best
I think it's time for me to bounce soon
I just wish I had someone to say, ""I'm home,"" to

[Chorus]
We got history (History)
Got me feeling the nostalgia when you look at me (Look at me)
Thinking 'bout what could've happened
Or what could've been
Finally a face I know, ain't that a sight to see?
Take my time then take your clothes off
One more time, maybe
Actin' like you don't recall, it ain't impressin' me
Didn't come to see your friends, I know you came for me
Like your dress, but you fit better in my wrinkled tee
We moved on to newer things, but we got history88Embed"
Someone Like You,2013-06-18,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),56,"hip hop, pittsburgh rap, rap",256423,True,1Fi3GQIOz0JUygjNWe7oY3,['4LLpKhyESsyAXpc4laK94U'],0.598,0.119,135.047,0.119,0.0451,3.29e-06,4,0.628,2,-5.483,0.0603,1,"Someone Like You Lyrics[Sample: Nylo]
Someone like, someone like
Someone like, someone like
Someone like, someone like
Someone like
Someone like you, someone like you
Someone like, someone like
Someone like, someone like
Someone like, someone like
Someone like
Someone like you, someone like you
Someone like, someone like
Someone like, someone like
Someone like, someone like
Someone like
Someone like you, someone like you
[Verse 1]
Uh, yeah
Light up 'til the pain gone (Gone), all I hear is the same song (Song)
When the radio came on, fuck around and get based on (Bitch)
Do this shit 'til the day I die (Die), are you ready (Ready), are you ready? (No)
Terrified but my hand is steady (Steady), verified, get the camera ready (Click)
Carry my own weight, all these earthquakes don't wake
Me up from this deep sleep (Sleep), divin' into this cold lake (Brr)
Fuck a bitch 'til her toes shake (Shake), tellin' me I'm her soulmate (Mate)
Disguised emotion, no face, bullshit with that, no thanks (Uh-huh)
Dealin' with it since '08 (No), fucked around, now I'm done
And I heard you're supposed to race when you hear the sound of that gun (Blaow)
Now it's losin' all of its fun (Fun), spendin' days in solitude
Too many dumb interviews put me in this awful mood
Not thinkin' logical (No), gettin' high, jump off the moon (Moon)
Looked into his soul, when he died right there in the hospital
Peace don't seem possible (No), when the mind is so closed (Closed)
Came in for your money (Ha), then left with all of your hoes, ha

[Chorus]
Life move fast but my baby keep it slow
Open up your mind, start forgettin' what you know, oh
Shit ain't been the same since she left me here alone, whoa
You hurt so good, girl, your lovin' hurt so good

[Verse 2]
Uh
Love me, love me, that fentanyl, it numb me (Numb)
Beautiful, it get ugly, turn you into a junkie (What?)
Still searchin' for something (Who?), but I don't know what (What)
Dreaming about nothing, wake you up and then fuck (Fuck)
I love it when you get a little nasty (Uh-huh)
Hit it from the back, if you like that, wiggle them ass cheeks (Blaow)
Isn't that sweet? Same shit we did last week (Uh-huh)
'Fore all the cash, you might've stood up and would've walked past me (Bye)
Wake me up from this bad dream (Dream), put a match to this gasoline ('Line)
Every night you somebody different, got me thinkin' it's Halloween
Fucked up, can't feel myself, work hard, might kill myself
Exist through audio, but all my problems as real as hell
Trapped in this wishin' well, death creepin' like Splinter Cell
Gettin' high, blew my mind away, find the words, what I'm tryna say
...I'ma think of that later (Later)
When the world goes against you, you better get that paper (Paper)
You might also like[Chorus]
Life move fast but my baby keep it slow
Open up your mind, start forgettin' what you know, oh
This shit ain't been the same since she left me here alone, whoa
You hurt so good, girl, your lovin' hurt so good

[Outro]
You hurt so good
You hurt so good67Embed"
Ascension,2015-09-18,Mac Miller,GO:OD AM,59,"hip hop, pittsburgh rap, rap",292466,True,19CkkPInDRDIOlqfrz1mVn,['4LLpKhyESsyAXpc4laK94U'],0.523,0.191,120.025,0.141,0.346,0.0,4,0.756,8,-6.321,0.34,1,"Ascension Lyrics[Skit: DJ Clockwork]
Yo, I'm fucking zooted right now in the fucking bathroom, dog
And, you know what I'm saying, I'm just recording this shit
'Cause I feel like I got so much fucking shit to say
And, like, you know what I'm saying
This is the only way that I'ma get it out

[Intro]
Yeah, can I get the littlest bit of reverb on my voice? (Woah, woah, woah)
I'm tryin' to hide from somethin', I just don't know what
Oh, it's not sad, baby (Woah-woah-woah, woah-woah-woah), you know?
(Between heaven and hell)
Yeah, I, I, um, I saw a mountain, you know, across the horizon
And I got there, realized it was just a pile of rocks
Yeah, said, ""Goddamn""
I wonder, yeah
[Verse 1]
And everybody hope that this song (This song), is not (Is not) Depressin' as the last one was (Woah, woah)
'Cause heaven smell like Nag Champas
So, come here darlin', ash my blunt (Smoke)
Waitin' on hallucination, ain't a single fact I trust (No)
Dear family, my sanity go down when my cash go up (Between heaven and hell)
Rap too much, how the fuck I get through the verse? (I don't know)
I came from house parties
Find a bitch and go through her purse (Gimme-gimme-gimme that)
All I need is a little good pussy and a whole lotta universe (Gimme-gimme-gimme that)
I met God before I ever stepped into a church
And that motherfucker still owe me money (Yeah)
Oh, I need a religion to follow (Don't we all, though?)
I swear to God that I got more problems
Than there is bitches in Carlow (Ou)
Lord have Murciélago (Ou), yeah (Yeah-yeah-yeah, oh)
And I don't know how the fuck I'm supposed to
Look into my parents eyes when I'm scared to die (Between heaven and hell)
My eyes same color as a cherry pie
Woah, see, I'm terrified
Crucifix heavy, who gon' carry mine?
Yeah, what's with all this talk about hell and Satan?
And sleep deprivation?
If this planet Earth, then my hell's a basement

[Chorus]
Ascension
A brand new me
Yeah, yeah
Why you wanna do me like that, Miss Conception?
Between heaven and hell
What's between heaven and hell?
A brand new me
Oh, it's a brand new me
You might also like[Verse 2]
Okay, if I could tell these kids one thing
It's make sure you handle your business, a criminal leave no witness
And don't ever trust these bitches
What happened to your life when your house become a home?
Where your children at? Where your children at?
You got two sons, all they do is fight
You up through the night like, ""Gimme-gimme-gimme-gimme that""
Yeah (Between heaven and hell)
Nice titties, got a pic? Go and send me that
Sendak books, can you give her that?
Fuck rap, make a million off a shitty app
Yeah, smoke trees in the cab
Pittsburgh, show you where the city at
And don't forget that H, get you smacked in your face
Yeah, got so many sons, I was young, now they half my age
90K out in Portugal, smile on my face, backlit stage
My bitch batshit crazy and that shit fascinates me
Yeah, on my tongue where the tab is, and it burn like battery acid
I was in the backs of my classes (Between heaven and hell)
By the kid havin' asthma attacks
'Cause he panicked every single time he sat on his glasses
Every Wonderland have a Alice
Uh, but I'm a king, God can I have a chalice?
I'm demandin' the truth, put your hands to the roof
Be a man, that's a challenge
[Chorus]
Ascension
(Challenge, are you up for that challenge?)
A brand new me
(Yeah, everybody got to have balance)
Yeah, yeah
Why you wanna do me like that, Miss Conception?
Between heaven and hell (Salvation)
(And the underworld, welcome to heaven)
What's between heaven and hell?
(But I gotta keep that bitch waitin')
A brand new me (Fascinatin')
Oh, it's a brand new me (And that's fascinatin')

[Outro: Mac Miller & DJ Clockwork]
Please be a little patient
Ooh, I ain't a doctor, could you be a little patient?
Yeah, be a little patient
Everything will be okay then, if you be a little patient
One world, one nation, done waitin'
Yeah, yeah, um
Now I'm still sippin' moonshine
We discovered a new high, me and Jerm have done this a few times
Yeah, but who's high now?
(I can't believe I done changed my life around)
Talk a lot of shit but will you die now?
(I just want to cry over this shit, dog. For real.)
What you gonna do when everybody just go die out?
(Every day I think about fucking dying)
Let's ride out22Embed"
Dunno,2018-08-03,Mac Miller,Swimming,66,"hip hop, pittsburgh rap, rap",237093,True,3YnwIp2b99p3e5dsFTXIIx,['4LLpKhyESsyAXpc4laK94U'],0.229,0.134,81.87,0.0445,0.768,0.00906,4,0.622,1,-11.322,0.0998,1,"TranslationsEspañolPortuguêsDunno Lyrics[Intro]
Yeah
Hmm-hmm
Hmm-hmm
Yeah

[Verse 1]
She do whatever she like
And that just don't seem right
Yeah, make people so mad
Yeah, they want her so bad, hmm
Well, we was fuckin', almost missed my flight
I wasn't even trippin', I said, ""It's alright,"" yeah
Goddamn, we was hit last night
Wouldn't you rather get along?
Wouldn't you rather get along?
You was coughin' when you hit my weed
But I've never seen you feel that free
So cute you wanna be like me
Wouldn't you rather get along?
Wouldn't you rather get along?
[Chorus]
Until, until there is no longer
Let's get lost inside the cloud
And you, you don't gotta work harder
I can calm you down

[Verse 2]
Yeah
Well, I was busy when you hit my phone
But you miss me, told me come back home
Yeah, and you don't really like to sleep alone
But I'm takin' too long, I'm always takin' too long, yeah
Baby, we don't need a trip, we could be right here
When the shit get weird, we could switch up gears
I wanna see them lips, kissin' ear to ear
I wanna hear your song
Oh, I wanna feel just how you feel
Touch you one more time so I know you're real
We could spin that wheel, wouldn't you rather get along?

[Chorus]
Until, until there is no longer
Let's get lost inside the cloud
And you, you don't gotta work harder
I can calm you down
You might also like[Outro]
I think we just might be alright, thank God
I think we're gonna be alright, alright, okay
Hold me close, don't hold your breath
This feelin' your favorite, I know28Embed"
